proposalId,priority,huvCode,huvName,targetRuleType,completeness,procedureCodes,diagnosisCodes,proposedFields,officialSources,officialQuotes,existingRelation,qualityFlags,decision,decisionNotes
engine_proposal_5a2824d5c046a0dad5d92ead,B,24.67621,Yüksek rezolüsyonlu akciğer BT,sure,partial,24.67621,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_2d7af67b6d1f47f69e0f1765,B,24.67851,"Yüksek rezolüsyonlu akciğer BT, ekspiratuar",sure,partial,24.67851,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_fb0764d13913774b7338d132,B,24.68081,Bilgisayarlı paranazal sinüs tomografisi,sure,partial,24.68081,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_41336f120f19a7bae0efab0a,B,24.68311,Bilgisayarlı boyun tomografisi,sure,partial,24.68311,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_0acafb44ae87ee9a616a381b,B,24.68541,"Bilgisayarlı maksillofasiyal tomografi, aksiyal",sure,partial,24.68541,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_1604c7f8bf79f9941d45f289,B,24.68771,"Bilgisayarlı maksillofasiyal tomografi, koronal",sure,partial,24.68771,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_a251bfb92d853fc6e276473c,B,24.69001,"Bilgisayarlı kantitatif tomografi (kalsiyum skorlama, BMD gibi)",sure,partial,24.69001,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_d1a834fb74d67a0765899c25,B,24.69231,Bilgisayarlı dental tomografi,sure,partial,24.69231,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_07f717e0bcbec906f4c6949f,B,24.69461,"Bilgisayarlı tomografi, diğer",sure,partial,24.69461,,{},HUV_06052025.xlsx,"RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksine bir açıklama yoksa) uygulanmaz. Aynı seansta birden fazla radyoloji incelemesi yapılması halinde, (ilgili bölüm/işlem özel kural/birim ile tanımlı değilse) her bir işlem ayrı ve tam birimi ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_b584bed9dfade11ff5e923c9,B,24.69921,"BT, 3 boyutlu görüntüleme farkı (MD/S) ile, tek anatomik bölge (kranyum, vertebra, eklem, vb)",birlikteOdenmez,partial,24.69921,,{},HUV_06052025.xlsx,"Bu işlem, (endikasyonu olmak kaydı ile) standart tek anatomik bölge BT incelemesine ek işlem olarak değerlendirilir ve uygulandığında liste birimi ile ücretlendirilir. MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir",new,canonical_together_target_not_found,pending,
engine_proposal_3d3166a0957e02b3f32ea8ca,B,24.69921,"BT, 3 boyutlu görüntüleme farkı (MD/S) ile, tek anatomik bölge (kranyum, vertebra, eklem, vb)",sure,partial,24.69921,,{},HUV_06052025.xlsx,"Bu işlem, (endikasyonu olmak kaydı ile) standart tek anatomik bölge BT incelemesine ek işlem olarak değerlendirilir ve uygulandığında liste birimi ile ücretlendirilir. MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_84355957b734a72bbc83c6f6,B,24.70151,"BT anjiyografi, tek anatomik bölge için (MD/S)",birlikteOdenmez,partial,24.70151,,{},HUV_06052025.xlsx,"Uygulamanın gereği olarak yapılan kontrastlı tetkik işlemi ve/veya 3 boyutlu BT (MD/S) ile görüntüleme farkı, bu incelemenin kapsamındadır, ek işlem olarak değerlendirilmez. Ancak, uygulamada kullanılan kontrast ilacı işlem kapsamında değildir, ek olarak ücretlendirilir. MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tam",new,canonical_together_target_not_found,pending,
engine_proposal_c757dd69e3abbbfa08898b4b,B,24.70151,"BT anjiyografi, tek anatomik bölge için (MD/S)",sure,partial,24.70151,,{},HUV_06052025.xlsx,"Uygulamanın gereği olarak yapılan kontrastlı tetkik işlemi ve/veya 3 boyutlu BT (MD/S) ile görüntüleme farkı, bu incelemenin kapsamındadır, ek işlem olarak değerlendirilmez. Ancak, uygulamada kullanılan kontrast ilacı işlem kapsamında değildir, ek olarak ücretlendirilir. MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tam",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_0a650de88f139ce7209040fa,B,24.70381,Bilgisayarlı beyin tomografisi (aksiyal+koronal) (MD veya S),birlikteOdenmez,partial,24.70381,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,canonical_together_target_not_found,pending,
engine_proposal_97cd1f164730037ed740fc56,B,24.70381,Bilgisayarlı beyin tomografisi (aksiyal+koronal) (MD veya S),sure,partial,24.70381,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_6840cdd9a588ceda60fa5cc9,B,24.70611,Bilgisayarlı beyin tomografisi (MD/S),birlikteOdenmez,partial,24.70611,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,canonical_together_target_not_found,pending,
engine_proposal_2837957f61bd20364e6c1c9a,B,24.70611,Bilgisayarlı beyin tomografisi (MD/S),sure,partial,24.70611,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_6859505ab53062bbb20854df,B,24.70841,Bilgisayarlı hipofiz tomografisi (MD/S),birlikteOdenmez,partial,24.70841,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,canonical_together_target_not_found,pending,
engine_proposal_57427734355bcbb3263d0aff,B,24.70841,Bilgisayarlı hipofiz tomografisi (MD/S),sure,partial,24.70841,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_fe5a93ce40cb257631811b74,B,24.71071,Bilgisayarlı hava veya opaklı sisternografi tomografisi (MD/S),birlikteOdenmez,partial,24.71071,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,canonical_together_target_not_found,pending,
engine_proposal_9ea53aad42eb6ce3c4229bb2,B,24.71071,Bilgisayarlı hava veya opaklı sisternografi tomografisi (MD/S),sure,partial,24.71071,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_620258e062829d40016bb75f,B,24.71301,Bilgisayarlı orbita tomografisi (MD/S),birlikteOdenmez,partial,24.71301,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,canonical_together_target_not_found,pending,
engine_proposal_3f8947ad0a313024ad19514d,B,24.71301,Bilgisayarlı orbita tomografisi (MD/S),sure,partial,24.71301,,{},HUV_06052025.xlsx,"MULTİDEDEKTÖR VEYA SPİRAL BT CİHAZI İLE (MD/S) - 24.69691: Gereken hallerde, radyoloji ünitesinde veya radyoloji ünitesi dışında (ameliyat salonunda) girişimsel / cerrahi işlemlerde, (standart radyoloji incelemesi ve raporu olmaksızın) yalnız hasta güvenliğini sağlamak/artırmak için rehberlik amacı ile peroperatif BT kullanılması, (özel birimle tanımlı değilse veya incelemenin kapsamında değilse) rehberlik yapılan organ / bölgenin listede tanımlı BT birimi (tamamı) ile ücretlendirilir. Bir organ/eklem/bölge/alanda yapılan BT incelemesi ile birlikte aynı seansta, aynı/farklı organ/eklem/bölge/alanda BT incelemesi yapılır ise, (incelemenin tümünü kapsayan özel bir tanım yoksa), birimi en büyük olan inceleme biriminin tamamı, sonraki her bir organ, eklem, bölge, alan inceleme biriminin 2/3 ü dikkate alınarak ücretlendirilir. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretle",new,explicit_frequency_fields_not_parsed,pending,
